# ============================================================
# Data for Run 1  —  started 2026-07-07 10:30:54
# ============================================================
# Data for Run 5  —  started 2026-07-07 16:13:17
# ============================================================
2026-07-07T16:13:17.042099,21.7,92.2,68.0,0.0,0.0
2026-07-07T16:13:34.940292,24.1,92.4,68.0,0.0736,0.1197
2026-07-07T16:13:53.170341,11.6,91.7,68.0,0.049,0.1122
2026-07-07T16:14:13.100223,16.3,92.3,68.0,0.0556,0.0472
2026-07-07T16:14:33.651110,16.7,90.8,68.0,0.0857,0.0726
2026-07-07T16:14:53.528431,8.5,90.4,68.0,0.0341,0.1103
2026-07-07T16:15:13.687197,10.5,90.5,68.0,0.0205,0.0165
2026-07-07T16:15:33.417594,11.4,90.6,68.0,0.0109,0.0087
2026-07-07T16:15:44.546562,7.9,90.7,68.0,0.0221,0.0198
# ============================================================
# Data for Run 6  —  started 2026-07-07 17:33:36
# ============================================================
2026-07-07T17:33:36.706015,10.2,89.8,67.9,0.0,0.0
2026-07-07T17:33:56.364806,18.5,90.0,67.9,0.0445,0.0624
2026-07-07T17:34:16.831714,15.5,90.5,67.9,0.063,0.1096
2026-07-07T17:34:37.865712,11.1,92.2,67.9,0.237,4.7406
2026-07-07T17:34:57.012491,43.3,90.6,67.9,0.218,2.15
2026-07-07T17:35:16.603315,25.7,88.4,67.9,0.3132,4.6517
2026-07-07T17:35:37.024165,18.7,88.4,67.9,0.3577,6.9481
2026-07-07T17:35:57.925667,24.8,88.2,67.9,0.2052,3.1971
2026-07-07T17:36:18.862761,20.3,88.2,67.9,0.1714,2.7918
2026-07-07T17:36:36.280027,11.6,89.0,67.9,0.1986,8.9944
2026-07-07T17:36:47.638111,10.8,88.0,67.9,0.0967,3.2277
# ============================================================
# Data for Run 7  —  started 2026-07-08 09:31:01
# ============================================================
2026-07-08T09:31:01.497405,5.6,93.1,68.0,0.0,0.0
2026-07-08T09:31:14.488730,10.8,93.3,68.0,0.0709,0.2963
2026-07-08T09:31:29.044326,28.5,93.2,68.1,0.0169,0.0144
2026-07-08T09:31:44.308816,13.4,89.8,68.1,0.0208,0.016
2026-07-08T09:31:58.829058,9.7,89.3,68.1,0.1005,0.0128
2026-07-08T09:32:13.358034,10.4,89.5,68.1,0.1222,0.0427
2026-07-08T09:32:25.663645,18.8,89.0,68.1,0.216,0.0124
# ============================================================
# Data for Run 8  —  started 2026-07-08 10:38:47
# ============================================================
2026-07-08T10:38:47.704370,7.5,94.7,68.1,0.0,0.0
2026-07-08T10:38:59.684266,6.5,94.7,68.1,0.0378,0.0537
2026-07-08T10:39:12.171917,22.5,95.3,68.1,0.0667,0.1123
2026-07-08T10:39:29.047470,13.0,95.0,68.1,0.082,0.1473
2026-07-08T10:39:44.953458,19.6,95.8,68.1,0.0455,0.1043
2026-07-08T10:40:01.754439,9.7,95.1,68.1,0.0453,0.0466
2026-07-08T10:40:15.891671,14.8,95.3,68.1,0.0286,0.0344
2026-07-08T10:40:29.013731,15.4,95.8,68.1,0.0592,0.2943
2026-07-08T10:40:43.170926,13.7,94.1,68.1,1.0544,1.4108
2026-07-08T10:40:53.663068,12.1,93.7,68.1,1.1309,0.8102
2026-07-08T10:41:10.439954,12.9,94.0,68.1,0.0832,0.3215
2026-07-08T10:41:25.171814,10.6,95.4,68.1,0.4777,2.5891
2026-07-08T10:41:39.649306,15.1,95.9,68.1,0.4716,1.2766
2026-07-08T10:41:50.416944,8.2,95.1,68.1,0.0498,0.2395
# ============================================================
# Data for Run 9  —  started 2026-07-08 15:49:57
# ============================================================
2026-07-08T15:49:57.860982,21.2,95.9,69.9,0.0,0.0
2026-07-08T15:50:17.500398,16.9,92.0,69.9,0.0806,0.1242
2026-07-08T15:50:39.533459,24.7,90.9,69.9,0.047,0.0342
2026-07-08T15:51:00.227965,16.9,91.1,69.9,0.0434,0.0304
2026-07-08T15:51:21.241154,22.5,94.6,69.9,0.328,5.1795
2026-07-08T15:51:35.282650,16.5,94.8,69.9,0.0779,0.0913
# ============================================================
# Data for Run 10  —  started 2026-07-09 17:13:36
# ============================================================
2026-07-09T17:13:36.881912,5.6,95.1,70.7,0.0,0.0
2026-07-09T17:13:53.082937,22.2,93.1,70.7,0.0457,0.0448
2026-07-09T17:14:16.326325,19.9,95.2,70.7,0.6846,1.9233
2026-07-09T17:14:40.759250,14.6,92.7,70.7,0.7567,0.0469
2026-07-09T17:15:04.122350,19.0,93.4,70.7,0.0953,0.0288
# ============================================================
# Data for Run 11  —  started 2026-07-09 17:31:35
# ============================================================
2026-07-09T17:31:35.266351,16.2,93.0,70.7,0.0,0.0
2026-07-09T17:31:56.454941,19.4,92.4,70.7,0.0785,0.0441
2026-07-09T17:32:20.442306,13.3,92.7,70.7,0.0378,0.024
2026-07-09T17:32:42.036250,24.9,93.2,70.7,0.125,2.9574
2026-07-09T17:33:05.972842,21.5,93.2,70.7,0.0787,3.0028
2026-07-09T17:33:31.201220,16.6,93.0,70.7,0.0979,3.6561
2026-07-09T17:33:51.646996,19.5,93.1,70.7,0.0236,0.0146
2026-07-09T17:34:06.859220,30.0,92.9,70.7,0.0322,0.0434
# ============================================================
# Data for Run 12  —  started 2026-07-11 10:06:20
# ============================================================
2026-07-11T10:06:20.126505,7.5,92.0,74.7,0.0,0.0
2026-07-11T10:06:45.114083,16.1,93.5,74.7,0.1237,0.2268
2026-07-11T10:07:12.155371,12.8,93.0,74.7,0.0477,0.1021
2026-07-11T10:07:33.740422,14.8,92.9,74.7,0.0116,0.0101
# ============================================================
# Data for Run 13  —  started 2026-07-11 17:38:09
# ============================================================
2026-07-11T17:38:09.500627,24.6,91.9,77.6,0.0,0.0
2026-07-11T17:38:36.580635,31.8,90.7,77.7,0.1305,0.2057
2026-07-11T17:39:05.230547,19.2,91.8,77.7,0.1778,0.0609
